Agent,Year,Delta_DPI,Delta_Consumption,MPC
0,2003,4529.376302544064,243.7396959993057,0.053813081474904566
0,2004,1006.8893113917511,9073.273188083178,9.011192278465883
0,2005,1577.7034708902138,-2477.2724095325393,-1.5701761802772398
0,2011,1458.3627138778102,989.0558823978208,0.6781960845446364
0,2015,1221.3404405481851,-141.15213058244262,-0.1155714867830693
1,2003,4604.313039826593,4508.519834270686,0.9791948973218566
1,2004,1034.876583963538,1273.7916707959375,1.2308633614236046
1,2005,1645.2294668304676,878.4687718513596,0.5339490870800707
1,2009,1022.7880472943216,-4589.208726813682,-4.486959677475653
1,2011,1564.2930645830638,886.9308922072232,0.5669851208115021
1,2015,1181.87576517454,-3799.5357583579826,-3.214835154688924
2,2003,4496.988752052719,4622.108316303558,1.027822965799887
2,2004,1068.0856091868627,1307.7187503002642,1.224357616142619
2,2005,1668.7909892352618,1394.5449856858468,0.8356618621993575
2,2011,1567.6719552335562,851.8084428794391,0.5433588577225866
2,2015,1182.2543463336624,5542.32353751226,4.68792824039919
3,2003,4315.3256957515405,5402.670897034048,1.2519729165177507
3,2004,1094.4907945142186,1333.721463194146,1.2185771409672825
3,2005,1678.0433834578143,-7837.693885774199,-4.670733762331977
3,2009,1104.9950026251609,12926.407745131182,11.698159461736598
3,2011,1626.1422456322325,590.2624918520742,0.3629833081561597
3,2015,1255.5500428368687,444.71343840241025,0.35419809902407134
4,2003,4454.750534435079,3889.383882262555,0.8730867985081862
4,2004,1086.0255114857428,1311.0593353381555,1.2072085982073792
4,2005,1591.0260810056352,-2690.0783261001634,-1.690782041988811
4,2011,1635.3437208576797,1386.543328940912,0.8478604902788994
4,2015,1393.9027382825298,2395.404340265828,1.7184874342217586
5,2003,4036.0008386637783,3672.2205731075956,0.9098661570950958
5,2004,1289.5110850717901,4810.126833335104,3.7301942488282775
5,2005,1611.7486055908812,284.25505512798554,0.1763643871891393
5,2008,1225.5705725800362,-843.8671480837074,-0.6885504327239372
5,2011,1589.57670470413,-5608.497223601415,-3.528296059576019
5,2015,1009.6802433154517,1551.701672139854,1.5368248338152934
6,2003,4047.800636502041,6095.80746289144,1.505955458359533
6,2004,1205.566713179025,1426.6182592417608,1.1833590324336616
6,2005,1767.3701074602723,-10186.781571094041,-5.763807777496329
6,2009,1008.4274405220931,-533.6328749660897,-0.5291732984673762
6,2011,1391.4490155187668,-4368.137235785063,-3.1392722169964045
7,2003,3789.2426522214228,5225.227011225332,1.3789634211369575
7,2004,1234.766043697964,2764.678302893066,2.239030071326883
7,2005,1820.0796321618545,-1223.5965947367367,-0.6722764065456701
7,2009,1261.5922007849877,-1056.566921293852,-0.8374868841424631
7,2011,1583.3791068621213,1426.6872400709399,0.9010395766168046
7,2015,1242.4624486722169,519.5917651296477,0.4181951460061591
8,2003,4411.432567681404,3801.120725209723,0.8616522335753499
8,2005,1796.0371214916377,-3650.1427871931373,-2.0323314833056654
8,2008,1003.4098088242463,5263.628990605503,5.245742013199177
8,2009,1089.3801448862796,-1551.3906865925092,-1.4241040594277206
8,2011,1200.7853485118685,6550.031095705897,5.454789320858504
8,2012,1278.2281363037182,-555.9963795549265,-0.4349742927445754
9,2003,3524.0096757499123,18883.072551092613,5.358405421254775
9,2004,1228.5300656559557,-10307.747104221897,-8.390309193384066
9,2005,2098.798137895734,12859.159946774555,6.126916026172587
9,2008,1273.5970126704779,14076.239229110084,11.052349439478528
9,2011,1685.1275308106124,-2498.528884324056,-1.4826942404306727
9,2015,1023.7776237291982,327.63991804103716,0.32003035663895496
10,2003,4114.868583812975,16025.496100328746,3.8945341203288164
10,2004,1114.217394743624,-9452.97543182694,-8.483959662110664
10,2005,1887.210118781819,14560.822332683703,7.715527904270996
10,2008,1097.9981370197347,1518.8482162752334,1.3832885185013157
10,2009,1133.796031869555,-6211.539257826036,-5.478533248686377
10,2011,1844.5518201955274,-14333.498150915359,-7.77072131776486
10,2015,1340.1964126954408,585.2002080989623,0.43665257014230563
11,2003,4113.4368854964705,-19384.887068644894,-4.712576759593392
11,2004,1840.4760114309465,23556.293588247136,12.799022340928214
11,2005,1679.4661535233026,19896.942002950076,11.84718248784524
11,2008,1061.079521998865,8729.769438295203,8.227252771639618
11,2009,1103.0223329147702,-3272.0303733365727,-2.966422596984172
11,2011,1750.7607307215367,-2103.061387886497,-1.2012271871209765
11,2015,1291.8417527456622,12700.985037947365,9.831687984192236
12,2003,4459.33581705339,-7010.643384249051,-1.5721272565835818
12,2005,1947.3484288680193,-3340.8744706308935,-1.7156018004301992
12,2007,1101.4299367008207,-14541.552085390096,-13.202430405103462
12,2009,1435.3809919765918,-8179.995157404264,-5.698832019601987
12,2011,1276.2562861476326,16852.04562314562,13.20428021084492
12,2012,1203.513330227026,-5464.356967636035,-4.540337718241359
12,2015,1528.2519303497538,-6122.170848731155,-4.00599582251471
13,2003,2787.298410211908,2199.6121741496027,0.7891556089189511
13,2004,1260.5251264837425,17083.09121164822,13.552360720727409
13,2005,2193.7016773026844,-8536.500820498288,-3.8913681421780812
13,2007,1116.9865932746325,-5039.917042498957,-4.5120658321633025
13,2008,1124.9625260937319,2391.972933994126,2.126268989865736
13,2009,1234.026025910949,9027.664641583906,7.3156193240898215
13,2011,2110.558800367522,11592.45214478545,5.492598520717261
13,2015,1468.0832660522137,25206.06686852609,17.16937141876639
14,2003,3520.01101428493,5949.940745548622,1.6903187863340587
14,2004,1123.5900941780565,4170.829721614471,3.712056330174014
14,2005,2005.2537669416051,-19963.754344525732,-9.955724643756321
